combination_id,osmium_ema_alpha,osmium_inventory_bias,osmium_vwap_window,osmium_pos_limit,osmium_vol_base,pepper_ema_alpha,pepper_pos_limit,pepper_vol_base,final_balance,profit,trades,osmium_pos,pepper_pos,target_progress
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=12_osmium_vwap_window=12_pepper_ema_alpha=0.2_pepper_pos_limit=60_pepper_vol_base=250,0.12,0.6,12,60,12,0.2,60,250,-49954.0,-149954.0,939,1,18,-75.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=12_osmium_vwap_window=12_pepper_ema_alpha=0.2_pepper_pos_limit=60_pepper_vol_base=300,0.12,0.6,12,60,12,0.2,60,300,-49954.0,-149954.0,939,1,18,-75.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=12_osmium_vwap_window=12_pepper_ema_alpha=0.2_pepper_pos_limit=60_pepper_vol_base=350,0.12,0.6,12,60,12,0.2,60,350,-49954.0,-149954.0,939,1,18,-75.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=12_osmium_vwap_window=12_pepper_ema_alpha=0.2_pepper_pos_limit=60_pepper_vol_base=400,0.12,0.6,12,60,12,0.2,60,400,-49954.0,-149954.0,939,1,18,-75.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=12_osmium_vwap_window=12_pepper_ema_alpha=0.2_pepper_pos_limit=70_pepper_vol_base=250,0.12,0.6,12,60,12,0.2,70,250,-49954.0,-149954.0,939,1,18,-75.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=12_osmium_vwap_window=12_pepper_ema_alpha=0.2_pepper_pos_limit=70_pepper_vol_base=300,0.12,0.6,12,60,12,0.2,70,300,-49954.0,-149954.0,939,1,18,-75.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=12_osmium_vwap_window=12_pepper_ema_alpha=0.2_pepper_pos_limit=70_pepper_vol_base=350,0.12,0.6,12,60,12,0.2,70,350,-49954.0,-149954.0,939,1,18,-75.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=12_osmium_vwap_window=12_pepper_ema_alpha=0.2_pepper_pos_limit=70_pepper_vol_base=400,0.12,0.6,12,60,12,0.2,70,400,-49954.0,-149954.0,939,1,18,-75.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=12_osmium_vwap_window=12_pepper_ema_alpha=0.2_pepper_pos_limit=80_pepper_vol_base=250,0.12,0.6,12,60,12,0.2,80,250,-49954.0,-149954.0,939,1,18,-75.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=12_osmium_vwap_window=12_pepper_ema_alpha=0.2_pepper_pos_limit=80_pepper_vol_base=300,0.12,0.6,12,60,12,0.2,80,300,-49954.0,-149954.0,939,1,18,-75.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=12_osmium_vwap_window=12_pepper_ema_alpha=0.2_pepper_pos_limit=80_pepper_vol_base=350,0.12,0.6,12,60,12,0.2,80,350,-49954.0,-149954.0,939,1,18,-75.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=12_osmium_vwap_window=12_pepper_ema_alpha=0.2_pepper_pos_limit=80_pepper_vol_base=400,0.12,0.6,12,60,12,0.2,80,400,-49954.0,-149954.0,939,1,18,-75.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=12_osmium_vwap_window=12_pepper_ema_alpha=0.22_pepper_pos_limit=60_pepper_vol_base=250,0.12,0.6,12,60,12,0.22,60,250,-49954.0,-149954.0,939,1,18,-75.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=12_osmium_vwap_window=12_pepper_ema_alpha=0.22_pepper_pos_limit=60_pepper_vol_base=300,0.12,0.6,12,60,12,0.22,60,300,-49954.0,-149954.0,939,1,18,-75.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=12_osmium_vwap_window=12_pepper_ema_alpha=0.22_pepper_pos_limit=60_pepper_vol_base=350,0.12,0.6,12,60,12,0.22,60,350,-49954.0,-149954.0,939,1,18,-75.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=12_osmium_vwap_window=12_pepper_ema_alpha=0.22_pepper_pos_limit=60_pepper_vol_base=400,0.12,0.6,12,60,12,0.22,60,400,-49954.0,-149954.0,939,1,18,-75.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=12_osmium_vwap_window=12_pepper_ema_alpha=0.22_pepper_pos_limit=70_pepper_vol_base=250,0.12,0.6,12,60,12,0.22,70,250,-49954.0,-149954.0,939,1,18,-75.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=12_osmium_vwap_window=12_pepper_ema_alpha=0.22_pepper_pos_limit=70_pepper_vol_base=300,0.12,0.6,12,60,12,0.22,70,300,-49954.0,-149954.0,939,1,18,-75.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=12_osmium_vwap_window=12_pepper_ema_alpha=0.22_pepper_pos_limit=70_pepper_vol_base=350,0.12,0.6,12,60,12,0.22,70,350,-49954.0,-149954.0,939,1,18,-75.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=12_osmium_vwap_window=12_pepper_ema_alpha=0.22_pepper_pos_limit=70_pepper_vol_base=400,0.12,0.6,12,60,12,0.22,70,400,-49954.0,-149954.0,939,1,18,-75.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=12_osmium_vwap_window=12_pepper_ema_alpha=0.22_pepper_pos_limit=80_pepper_vol_base=250,0.12,0.6,12,60,12,0.22,80,250,-49954.0,-149954.0,939,1,18,-75.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=12_osmium_vwap_window=12_pepper_ema_alpha=0.22_pepper_pos_limit=80_pepper_vol_base=300,0.12,0.6,12,60,12,0.22,80,300,-49954.0,-149954.0,939,1,18,-75.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=12_osmium_vwap_window=12_pepper_ema_alpha=0.22_pepper_pos_limit=80_pepper_vol_base=350,0.12,0.6,12,60,12,0.22,80,350,-49954.0,-149954.0,939,1,18,-75.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=12_osmium_vwap_window=12_pepper_ema_alpha=0.22_pepper_pos_limit=80_pepper_vol_base=400,0.12,0.6,12,60,12,0.22,80,400,-49954.0,-149954.0,939,1,18,-75.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=12_osmium_vwap_window=12_pepper_ema_alpha=0.25_pepper_pos_limit=60_pepper_vol_base=250,0.12,0.6,12,60,12,0.25,60,250,-49954.0,-149954.0,939,1,18,-75.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=12_osmium_vwap_window=12_pepper_ema_alpha=0.25_pepper_pos_limit=60_pepper_vol_base=300,0.12,0.6,12,60,12,0.25,60,300,-49954.0,-149954.0,939,1,18,-75.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=12_osmium_vwap_window=12_pepper_ema_alpha=0.25_pepper_pos_limit=60_pepper_vol_base=350,0.12,0.6,12,60,12,0.25,60,350,-49954.0,-149954.0,939,1,18,-75.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=12_osmium_vwap_window=12_pepper_ema_alpha=0.25_pepper_pos_limit=60_pepper_vol_base=400,0.12,0.6,12,60,12,0.25,60,400,-49954.0,-149954.0,939,1,18,-75.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=12_osmium_vwap_window=12_pepper_ema_alpha=0.25_pepper_pos_limit=70_pepper_vol_base=250,0.12,0.6,12,60,12,0.25,70,250,-49954.0,-149954.0,939,1,18,-75.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=12_osmium_vwap_window=12_pepper_ema_alpha=0.25_pepper_pos_limit=70_pepper_vol_base=300,0.12,0.6,12,60,12,0.25,70,300,-49954.0,-149954.0,939,1,18,-75.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=12_osmium_vwap_window=12_pepper_ema_alpha=0.25_pepper_pos_limit=70_pepper_vol_base=350,0.12,0.6,12,60,12,0.25,70,350,-49954.0,-149954.0,939,1,18,-75.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=12_osmium_vwap_window=12_pepper_ema_alpha=0.25_pepper_pos_limit=70_pepper_vol_base=400,0.12,0.6,12,60,12,0.25,70,400,-49954.0,-149954.0,939,1,18,-75.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=12_osmium_vwap_window=12_pepper_ema_alpha=0.25_pepper_pos_limit=80_pepper_vol_base=250,0.12,0.6,12,60,12,0.25,80,250,-49954.0,-149954.0,939,1,18,-75.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=12_osmium_vwap_window=12_pepper_ema_alpha=0.25_pepper_pos_limit=80_pepper_vol_base=300,0.12,0.6,12,60,12,0.25,80,300,-49954.0,-149954.0,939,1,18,-75.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=12_osmium_vwap_window=12_pepper_ema_alpha=0.25_pepper_pos_limit=80_pepper_vol_base=350,0.12,0.6,12,60,12,0.25,80,350,-49954.0,-149954.0,939,1,18,-75.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=12_osmium_vwap_window=12_pepper_ema_alpha=0.25_pepper_pos_limit=80_pepper_vol_base=400,0.12,0.6,12,60,12,0.25,80,400,-49954.0,-149954.0,939,1,18,-75.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=12_osmium_vwap_window=12_pepper_ema_alpha=0.28_pepper_pos_limit=60_pepper_vol_base=250,0.12,0.6,12,60,12,0.28,60,250,-49954.0,-149954.0,939,1,18,-75.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=12_osmium_vwap_window=12_pepper_ema_alpha=0.28_pepper_pos_limit=60_pepper_vol_base=300,0.12,0.6,12,60,12,0.28,60,300,-49954.0,-149954.0,939,1,18,-75.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=12_osmium_vwap_window=12_pepper_ema_alpha=0.28_pepper_pos_limit=60_pepper_vol_base=350,0.12,0.6,12,60,12,0.28,60,350,-49954.0,-149954.0,939,1,18,-75.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=12_osmium_vwap_window=12_pepper_ema_alpha=0.28_pepper_pos_limit=60_pepper_vol_base=400,0.12,0.6,12,60,12,0.28,60,400,-49954.0,-149954.0,939,1,18,-75.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=12_osmium_vwap_window=12_pepper_ema_alpha=0.28_pepper_pos_limit=70_pepper_vol_base=250,0.12,0.6,12,60,12,0.28,70,250,-49954.0,-149954.0,939,1,18,-75.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=12_osmium_vwap_window=12_pepper_ema_alpha=0.28_pepper_pos_limit=70_pepper_vol_base=300,0.12,0.6,12,60,12,0.28,70,300,-49954.0,-149954.0,939,1,18,-75.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=12_osmium_vwap_window=12_pepper_ema_alpha=0.28_pepper_pos_limit=70_pepper_vol_base=350,0.12,0.6,12,60,12,0.28,70,350,-49954.0,-149954.0,939,1,18,-75.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=12_osmium_vwap_window=12_pepper_ema_alpha=0.28_pepper_pos_limit=70_pepper_vol_base=400,0.12,0.6,12,60,12,0.28,70,400,-49954.0,-149954.0,939,1,18,-75.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=12_osmium_vwap_window=12_pepper_ema_alpha=0.28_pepper_pos_limit=80_pepper_vol_base=250,0.12,0.6,12,60,12,0.28,80,250,-49954.0,-149954.0,939,1,18,-75.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=12_osmium_vwap_window=12_pepper_ema_alpha=0.28_pepper_pos_limit=80_pepper_vol_base=300,0.12,0.6,12,60,12,0.28,80,300,-49954.0,-149954.0,939,1,18,-75.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=12_osmium_vwap_window=12_pepper_ema_alpha=0.28_pepper_pos_limit=80_pepper_vol_base=350,0.12,0.6,12,60,12,0.28,80,350,-49954.0,-149954.0,939,1,18,-75.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=12_osmium_vwap_window=12_pepper_ema_alpha=0.28_pepper_pos_limit=80_pepper_vol_base=400,0.12,0.6,12,60,12,0.28,80,400,-49954.0,-149954.0,939,1,18,-75.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=12_osmium_vwap_window=12_pepper_ema_alpha=0.3_pepper_pos_limit=60_pepper_vol_base=250,0.12,0.6,12,60,12,0.3,60,250,-49954.0,-149954.0,939,1,18,-75.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=12_osmium_vwap_window=12_pepper_ema_alpha=0.3_pepper_pos_limit=60_pepper_vol_base=300,0.12,0.6,12,60,12,0.3,60,300,-49954.0,-149954.0,939,1,18,-75.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=12_osmium_vwap_window=12_pepper_ema_alpha=0.3_pepper_pos_limit=60_pepper_vol_base=350,0.12,0.6,12,60,12,0.3,60,350,-49954.0,-149954.0,939,1,18,-75.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=12_osmium_vwap_window=12_pepper_ema_alpha=0.3_pepper_pos_limit=60_pepper_vol_base=400,0.12,0.6,12,60,12,0.3,60,400,-49954.0,-149954.0,939,1,18,-75.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=12_osmium_vwap_window=12_pepper_ema_alpha=0.3_pepper_pos_limit=70_pepper_vol_base=250,0.12,0.6,12,60,12,0.3,70,250,-49954.0,-149954.0,939,1,18,-75.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=12_osmium_vwap_window=12_pepper_ema_alpha=0.3_pepper_pos_limit=70_pepper_vol_base=300,0.12,0.6,12,60,12,0.3,70,300,-49954.0,-149954.0,939,1,18,-75.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=12_osmium_vwap_window=12_pepper_ema_alpha=0.3_pepper_pos_limit=70_pepper_vol_base=350,0.12,0.6,12,60,12,0.3,70,350,-49954.0,-149954.0,939,1,18,-75.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=12_osmium_vwap_window=12_pepper_ema_alpha=0.3_pepper_pos_limit=70_pepper_vol_base=400,0.12,0.6,12,60,12,0.3,70,400,-49954.0,-149954.0,939,1,18,-75.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=12_osmium_vwap_window=12_pepper_ema_alpha=0.3_pepper_pos_limit=80_pepper_vol_base=250,0.12,0.6,12,60,12,0.3,80,250,-49954.0,-149954.0,939,1,18,-75.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=12_osmium_vwap_window=12_pepper_ema_alpha=0.3_pepper_pos_limit=80_pepper_vol_base=300,0.12,0.6,12,60,12,0.3,80,300,-49954.0,-149954.0,939,1,18,-75.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=12_osmium_vwap_window=12_pepper_ema_alpha=0.3_pepper_pos_limit=80_pepper_vol_base=350,0.12,0.6,12,60,12,0.3,80,350,-49954.0,-149954.0,939,1,18,-75.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=12_osmium_vwap_window=12_pepper_ema_alpha=0.3_pepper_pos_limit=80_pepper_vol_base=400,0.12,0.6,12,60,12,0.3,80,400,-49954.0,-149954.0,939,1,18,-75.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=15_osmium_vwap_window=12_pepper_ema_alpha=0.2_pepper_pos_limit=60_pepper_vol_base=250,0.12,0.6,12,60,15,0.2,60,250,-39929.0,-139929.0,936,0,18,-70.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=15_osmium_vwap_window=12_pepper_ema_alpha=0.2_pepper_pos_limit=60_pepper_vol_base=300,0.12,0.6,12,60,15,0.2,60,300,-39929.0,-139929.0,936,0,18,-70.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=15_osmium_vwap_window=12_pepper_ema_alpha=0.2_pepper_pos_limit=60_pepper_vol_base=350,0.12,0.6,12,60,15,0.2,60,350,-39929.0,-139929.0,936,0,18,-70.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=15_osmium_vwap_window=12_pepper_ema_alpha=0.2_pepper_pos_limit=60_pepper_vol_base=400,0.12,0.6,12,60,15,0.2,60,400,-39929.0,-139929.0,936,0,18,-70.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=15_osmium_vwap_window=12_pepper_ema_alpha=0.2_pepper_pos_limit=70_pepper_vol_base=250,0.12,0.6,12,60,15,0.2,70,250,-39929.0,-139929.0,936,0,18,-70.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=15_osmium_vwap_window=12_pepper_ema_alpha=0.2_pepper_pos_limit=70_pepper_vol_base=300,0.12,0.6,12,60,15,0.2,70,300,-39929.0,-139929.0,936,0,18,-70.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=15_osmium_vwap_window=12_pepper_ema_alpha=0.2_pepper_pos_limit=70_pepper_vol_base=350,0.12,0.6,12,60,15,0.2,70,350,-39929.0,-139929.0,936,0,18,-70.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=15_osmium_vwap_window=12_pepper_ema_alpha=0.2_pepper_pos_limit=70_pepper_vol_base=400,0.12,0.6,12,60,15,0.2,70,400,-39929.0,-139929.0,936,0,18,-70.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=15_osmium_vwap_window=12_pepper_ema_alpha=0.2_pepper_pos_limit=80_pepper_vol_base=250,0.12,0.6,12,60,15,0.2,80,250,-39929.0,-139929.0,936,0,18,-70.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=15_osmium_vwap_window=12_pepper_ema_alpha=0.2_pepper_pos_limit=80_pepper_vol_base=300,0.12,0.6,12,60,15,0.2,80,300,-39929.0,-139929.0,936,0,18,-70.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=15_osmium_vwap_window=12_pepper_ema_alpha=0.2_pepper_pos_limit=80_pepper_vol_base=350,0.12,0.6,12,60,15,0.2,80,350,-39929.0,-139929.0,936,0,18,-70.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=15_osmium_vwap_window=12_pepper_ema_alpha=0.2_pepper_pos_limit=80_pepper_vol_base=400,0.12,0.6,12,60,15,0.2,80,400,-39929.0,-139929.0,936,0,18,-70.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=15_osmium_vwap_window=12_pepper_ema_alpha=0.22_pepper_pos_limit=60_pepper_vol_base=250,0.12,0.6,12,60,15,0.22,60,250,-39929.0,-139929.0,936,0,18,-70.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=15_osmium_vwap_window=12_pepper_ema_alpha=0.22_pepper_pos_limit=60_pepper_vol_base=300,0.12,0.6,12,60,15,0.22,60,300,-39929.0,-139929.0,936,0,18,-70.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=15_osmium_vwap_window=12_pepper_ema_alpha=0.22_pepper_pos_limit=60_pepper_vol_base=350,0.12,0.6,12,60,15,0.22,60,350,-39929.0,-139929.0,936,0,18,-70.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=15_osmium_vwap_window=12_pepper_ema_alpha=0.22_pepper_pos_limit=60_pepper_vol_base=400,0.12,0.6,12,60,15,0.22,60,400,-39929.0,-139929.0,936,0,18,-70.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=15_osmium_vwap_window=12_pepper_ema_alpha=0.22_pepper_pos_limit=70_pepper_vol_base=250,0.12,0.6,12,60,15,0.22,70,250,-39929.0,-139929.0,936,0,18,-70.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=15_osmium_vwap_window=12_pepper_ema_alpha=0.22_pepper_pos_limit=70_pepper_vol_base=300,0.12,0.6,12,60,15,0.22,70,300,-39929.0,-139929.0,936,0,18,-70.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=15_osmium_vwap_window=12_pepper_ema_alpha=0.22_pepper_pos_limit=70_pepper_vol_base=350,0.12,0.6,12,60,15,0.22,70,350,-39929.0,-139929.0,936,0,18,-70.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=15_osmium_vwap_window=12_pepper_ema_alpha=0.22_pepper_pos_limit=70_pepper_vol_base=400,0.12,0.6,12,60,15,0.22,70,400,-39929.0,-139929.0,936,0,18,-70.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=15_osmium_vwap_window=12_pepper_ema_alpha=0.22_pepper_pos_limit=80_pepper_vol_base=250,0.12,0.6,12,60,15,0.22,80,250,-39929.0,-139929.0,936,0,18,-70.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=15_osmium_vwap_window=12_pepper_ema_alpha=0.22_pepper_pos_limit=80_pepper_vol_base=300,0.12,0.6,12,60,15,0.22,80,300,-39929.0,-139929.0,936,0,18,-70.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=15_osmium_vwap_window=12_pepper_ema_alpha=0.22_pepper_pos_limit=80_pepper_vol_base=350,0.12,0.6,12,60,15,0.22,80,350,-39929.0,-139929.0,936,0,18,-70.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=15_osmium_vwap_window=12_pepper_ema_alpha=0.22_pepper_pos_limit=80_pepper_vol_base=400,0.12,0.6,12,60,15,0.22,80,400,-39929.0,-139929.0,936,0,18,-70.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=15_osmium_vwap_window=12_pepper_ema_alpha=0.25_pepper_pos_limit=60_pepper_vol_base=250,0.12,0.6,12,60,15,0.25,60,250,-39929.0,-139929.0,936,0,18,-70.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=15_osmium_vwap_window=12_pepper_ema_alpha=0.25_pepper_pos_limit=60_pepper_vol_base=300,0.12,0.6,12,60,15,0.25,60,300,-39929.0,-139929.0,936,0,18,-70.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=15_osmium_vwap_window=12_pepper_ema_alpha=0.25_pepper_pos_limit=60_pepper_vol_base=350,0.12,0.6,12,60,15,0.25,60,350,-39929.0,-139929.0,936,0,18,-70.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=15_osmium_vwap_window=12_pepper_ema_alpha=0.25_pepper_pos_limit=60_pepper_vol_base=400,0.12,0.6,12,60,15,0.25,60,400,-39929.0,-139929.0,936,0,18,-70.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=15_osmium_vwap_window=12_pepper_ema_alpha=0.25_pepper_pos_limit=70_pepper_vol_base=250,0.12,0.6,12,60,15,0.25,70,250,-39929.0,-139929.0,936,0,18,-70.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=15_osmium_vwap_window=12_pepper_ema_alpha=0.25_pepper_pos_limit=70_pepper_vol_base=300,0.12,0.6,12,60,15,0.25,70,300,-39929.0,-139929.0,936,0,18,-70.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=15_osmium_vwap_window=12_pepper_ema_alpha=0.25_pepper_pos_limit=70_pepper_vol_base=350,0.12,0.6,12,60,15,0.25,70,350,-39929.0,-139929.0,936,0,18,-70.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=15_osmium_vwap_window=12_pepper_ema_alpha=0.25_pepper_pos_limit=70_pepper_vol_base=400,0.12,0.6,12,60,15,0.25,70,400,-39929.0,-139929.0,936,0,18,-70.0%
osmium_ema_alpha=0.12_osmium_inventory_bias=0.6_osmium_pos_limit=60_osmium_vol_base=15_osmium_vwap_window=12_pepper_ema_alpha=0.25_pepper_pos_limit=80_pepper_vol_base=250,0.12,0.6,12,60,15,0.25,80,250,-39929.0,-139929.0,936,0,18,-70.0%
